,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
476,"He had done a great job with the scary decorations, they were completely what?","He had done a great job with the scary decorations, they were completely what?",great,great,0,14,19,0.1,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,C) halloween,FALSE,TRUE,0,,,
477,"He had done a great job with the scary decorations, they were completely what?","He had done a rgeat job with the scary decorations, they were completely what?",great,rgeat,2,14,19,0.2,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,C) halloween,FALSE,TRUE,0,,,
478,"He had done a great job with the scary decorations, they were completely what?","He had done a great job with the scary decorations, they were completely what?",great,great,0,14,19,0.4,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,C) halloween,FALSE,TRUE,0,,,
479,"He had done a great job with the scary decorations, they were completely what?","He had done a reart job with the scary decorations, they were completely what?",great,reart,2,14,19,0.8,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,E) horrible,TRUE,TRUE,1,,,
480,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,boredom,boredom,0,41,48,0,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,1,1,0,0
481,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from borwdom they'll likely tell you to get back to what?,boredom,borwdom,1,41,48,0.1,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,1,,,
482,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from boredmo they'll likely tell you to get back to what?,boredom,boredmo,2,41,48,0.2,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,1,,,
483,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from obrjmo they'll likely tell you to get back to what?,boredom,obrjmo,5,41,47,0.4,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,1,,,
484,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from ymeeddzmm they'll likely tell you to get back to what?,boredom,ymeeddzmm,6,41,50,0.8,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,1,,,
485,What is done to wood to attach something to it?,What is done to wood to attach something to it?,wood,wood,0,16,20,0,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,1,1,0,0
486,What is done to wood to attach something to it?,What is done to wwood to attach something to it?,wood,wwood,1,16,21,0.1,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,1,,,
487,What is done to wood to attach something to it?,What is done to wokd to attach something to it?,wood,wokd,1,16,20,0.2,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,1,,,
488,What is done to wood to attach something to it?,What is done to wood to attach something to it?,wood,wood,0,16,20,0.4,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,1,,,
489,What is done to wood to attach something to it?,What is done to we to attach something to it?,wood,we,3,16,18,0.8,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,1,,,
490,Where is a fox likely to be caught?,Where is a fox likely to be caught?,fox,fox,0,11,14,0,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,D) the forest,FALSE,TRUE,0,0,1,0
491,Where is a fox likely to be caught?,Where is a fox likely to be caught?,fox,fox,0,11,14,0.1,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,D) the forest,FALSE,TRUE,0,,,
492,Where is a fox likely to be caught?,Where is a fo likely to be caught?,fox,fo,1,11,13,0.2,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,D) the forest,FALSE,TRUE,0,,,
493,Where is a fox likely to be caught?,Where is a fnx likely to be caught?,fox,fnx,1,11,14,0.4,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,D) the forest,FALSE,TRUE,0,,,
494,Where is a fox likely to be caught?,Where is a xf likely to be caught?,fox,xf,3,11,13,0.8,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,E) England,FALSE,TRUE,0,,,
495,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes fighting inflation isn't even what, because it is so negligible?",fighting inflation,fighting inflation,0,10,28,0,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,1,1,0,0
496,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes ifghting inflwtton isn't even what, because it is so negligible?",fighting inflation,ifghting inflwtton,4,10,28,0.1,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,1,,,
497,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes wgcting ifnlaiin isn't even what, because it is so negligible?",fighting inflation,wgcting ifnlaiin,7,10,26,0.2,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,1,,,
498,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes vighmingpixmtion isn't even what, because it is so negligible?",fighting inflation,vighmingpixmtion,7,10,26,0.4,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,1,,,
499,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes iwgtngnigtjnv isn't even what, because it is so negligible?",fighting inflation,iwgtngnigtjnv,12,10,23,0.8,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,1,,,
500,What is likely to have more than one level in a city?,What is likely to have more than one level in a city?,level,level,0,37,42,0,5.01E-05,What is likely to have more than one level in a city?,37,42,"[""A) carpenter's shop"", 'B) video game', 'C) garage', 'D) total number', 'E) building']",C) garage,E) building,FALSE,TRUE,0,0,1,0
501,What is likely to have more than one level in a city?,What is likely to have more than one levl in a city?,level,levl,1,37,41,0.1,5.01E-05,What is likely to have more than one level in a city?,37,42,"[""A) carpenter's shop"", 'B) video game', 'C) garage', 'D) total number', 'E) building']",C) garage,E) building,FALSE,TRUE,0,,,
502,What is likely to have more than one level in a city?,What is likely to have more than one leevl in a city?,level,leevl,2,37,42,0.2,5.01E-05,What is likely to have more than one level in a city?,37,42,"[""A) carpenter's shop"", 'B) video game', 'C) garage', 'D) total number', 'E) building']",C) garage,E) building,FALSE,TRUE,0,,,
503,What is likely to have more than one level in a city?,What is likely to have more than one legl in a city?,level,legl,2,37,41,0.4,5.01E-05,What is likely to have more than one level in a city?,37,42,"[""A) carpenter's shop"", 'B) video game', 'C) garage', 'D) total number', 'E) building']",C) garage,E) building,FALSE,TRUE,0,,,
504,What is likely to have more than one level in a city?,What is likely to have more than one lveell in a city?,level,lveell,3,37,43,0.8,5.01E-05,What is likely to have more than one level in a city?,37,42,"[""A) carpenter's shop"", 'B) video game', 'C) garage', 'D) total number', 'E) building']",C) garage,E) building,FALSE,TRUE,0,,,
505,What is necessary for learning by yourself?,What is necessary for learning by yourself?,learning,learning,0,22,30,0,0.005624549,What is necessary for learning by yourself?,22,30,"['A) exposure', 'B) patience', 'C) study', 'D) cooperation', 'E) thought']",C) study,B) patience,FALSE,TRUE,0,0,1,0
506,What is necessary for learning by yourself?,What is necessary for laeonin by yourself?,learning,laeonin,4,22,29,0.1,0.005624549,What is necessary for learning by yourself?,22,30,"['A) exposure', 'B) patience', 'C) study', 'D) cooperation', 'E) thought']",C) study,B) patience,FALSE,TRUE,0,,,
507,What is necessary for learning by yourself?,What is necessary for learning by yourself?,learning,learning,0,22,30,0.2,0.005624549,What is necessary for learning by yourself?,22,30,"['A) exposure', 'B) patience', 'C) study', 'D) cooperation', 'E) thought']",C) study,B) patience,FALSE,TRUE,0,,,
508,What is necessary for learning by yourself?,What is necessary for learnjn by yourself?,learning,learnjn,2,22,29,0.4,0.005624549,What is necessary for learning by yourself?,22,30,"['A) exposure', 'B) patience', 'C) study', 'D) cooperation', 'E) thought']",C) study,B) patience,FALSE,TRUE,0,,,
509,What is necessary for learning by yourself?,What is necessary for lyrnkcys by yourself?,learning,lyrnkcys,6,22,30,0.8,0.005624549,What is necessary for learning by yourself?,22,30,"['A) exposure', 'B) patience', 'C) study', 'D) cooperation', 'E) thought']",C) study,C) study,TRUE,TRUE,1,,,
510,What emotion does getting paid lead to?,What emotion does getting paid lead to?,getting paid,getting paid,0,18,30,0,0.000101201,What emotion does getting paid lead to?,18,30,"['A) sorrow', 'B) paying bills', 'C) happiness', 'D) frustration', 'E) spending money']",C) happiness,C) happiness,TRUE,TRUE,1,1,1,1
511,What emotion does getting paid lead to?,What emotion does gettin gpaid lead to?,getting paid,gettin gpaid,2,18,30,0.1,0.000101201,What emotion does getting paid lead to?,18,30,"['A) sorrow', 'B) paying bills', 'C) happiness', 'D) frustration', 'E) spending money']",C) happiness,C) happiness,TRUE,TRUE,1,,,
512,What emotion does getting paid lead to?,What emotion does etttipg pxd lead to?,getting paid,etttipg pxd,5,18,29,0.2,0.000101201,What emotion does getting paid lead to?,18,30,"['A) sorrow', 'B) paying bills', 'C) happiness', 'D) frustration', 'E) spending money']",C) happiness,D) frustration,FALSE,TRUE,0,,,
513,What emotion does getting paid lead to?,What emotion does gettgngjaih lead to?,getting paid,gettgngjaih,4,18,29,0.4,0.000101201,What emotion does getting paid lead to?,18,30,"['A) sorrow', 'B) paying bills', 'C) happiness', 'D) frustration', 'E) spending money']",C) happiness,D) frustration,FALSE,TRUE,0,,,
